path,extension,category,size_bytes,sha256
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas-salidas/ate-gas-salidas.component.html,.html,code,22884,3e8b2ce5ff178a46714c0b7b1bbc437a89fbe0138da66f7ab3b85ad1f8718057
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas-salidas/ate-gas-salidas.component.ts,.ts,code,25264,a94c23347d000a0c4555db10cf893c92ab8b6d6b0ae188c6a453bd1ba71aff88
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas/ate-gas.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas/ate-gas.component.html,.html,code,23884,4844bb7a3fca9d371f5bc5d5f4ac8ba0d1851c4b73d4eb4c2496d54a4b99ccc7
AtlantesFE-main/AtlantesFE-main/src/app/ate-gas/ate-gas.component.ts,.ts,code,14820,299d996415c21b49c4338f3e35eb4618de8a82085fae2ea04ba955f5d1046816
AtlantesFE-main/AtlantesFE-main/src/app/bancos-cuentas/bancos-cuentas.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/bancos-cuentas/bancos-cuentas.component.html,.html,code,6327,80b78ca327ac41a7dd466b90a6a2260de4396b3256e8d180f10878afebe557cc
AtlantesFE-main/AtlantesFE-main/src/app/bancos-cuentas/bancos-cuentas.component.ts,.ts,code,5411,f79876bd70eaa327367f1910fd873018efe3e98a3451f9d503698eb2dcbde63e
AtlantesFE-main/AtlantesFE-main/src/app/bitacora/bitacora.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/bitacora/bitacora.component.html,.html,code,2320,5ec164fc1574e27d845f3c22547104d4b9ac9e1d39e9c660b98ebb7a7e1cf357
AtlantesFE-main/AtlantesFE-main/src/app/bitacora/bitacora.component.ts,.ts,code,2443,c62d438e9f5967dacf4d9889c7aafb6e39b16c2a3e9a132af16e0a76883d7ca2
AtlantesFE-main/AtlantesFE-main/src/app/cambiar-cliente-almacen/cambiar-cliente-almacen.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/cambiar-cliente-almacen/cambiar-cliente-almacen.component.html,.html,code,2280,9900e3395aad4e06457fb17da235fa23b32a657867a654f8a675dc5c4614efdf
AtlantesFE-main/AtlantesFE-main/src/app/cambiar-cliente-almacen/cambiar-cliente-almacen.component.ts,.ts,code,2985,20bb9f1058be57ce70d6b30c034baa6d2cd16396c8c0e8d2c70b80e5abf0a7b0
AtlantesFE-main/AtlantesFE-main/src/app/cambio-contrasena/cambio-contrasena.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/cambio-contrasena/cambio-contrasena.component.html,.html,code,1536,9fa27c26b16982368a0470df211707d95b72acc1183b55732f7e604ecc24d7ac
AtlantesFE-main/AtlantesFE-main/src/app/cambio-contrasena/cambio-contrasena.component.ts,.ts,code,4161,26ccca3df18014fcb2d12ae212b294543d2ad7de35c746626aa968f274ad8c05
AtlantesFE-main/AtlantesFE-main/src/app/chatbot/chatbot.component.css,.css,code,3068,bdfd8ade8c1cca1dc14c71ef88f61a43d08b6c6de0e7789a0e3a7315232909f6
AtlantesFE-main/AtlantesFE-main/src/app/chatbot/chatbot.component.html,.html,code,1089,6034dbf659e90e21f0236b248e974fa148ab9df7a7408be48decc6ce6e3ea470
AtlantesFE-main/AtlantesFE-main/src/app/chatbot/chatbot.component.ts,.ts,code,2502,190ebb750616135c06d5aa19e4d76f1af4bbb8fc0044307a845abbe199a2b80e
AtlantesFE-main/AtlantesFE-main/src/app/ciudades/ciudades.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/ciudades/ciudades.component.html,.html,code,7931,172230b704a02951dea0592aff76cfa91fd43661b8c121f25331e7ef1c3608a8
AtlantesFE-main/AtlantesFE-main/src/app/ciudades/ciudades.component.ts,.ts,code,9672,7bb7349b6a741075d231c6f97e37b08d34879abaf1ea574a18ad7cac2ac7422b
AtlantesFE-main/AtlantesFE-main/src/app/clientes/clientes.component.css,.css,code,124,21fc8bbd2e31761ee4766ab5a353aa8be3c99ef53dfe46a108af8966dff5ea55
AtlantesFE-main/AtlantesFE-main/src/app/clientes/clientes.component.html,.html,code,75229,c5d7faf78861a7b29c95c4bfb205603151106ae7f1ec441c9e59acf135123b15
AtlantesFE-main/AtlantesFE-main/src/app/clientes/clientes.component.ts,.ts,code,30776,5f7f0b9bc7dec0bd64dc1a6a12ba0321b0aa264543c3403423f5e4bedfdd92e3
AtlantesFE-main/AtlantesFE-main/src/app/cobros/cobros.component.css,.css,code,215,303db0834814cefbe058baf79ff101bb987d1617946c9602d94997b222d7d550
AtlantesFE-main/AtlantesFE-main/src/app/cobros/cobros.component.html,.html,code,38407,14b9c4d4e1f786ff64e7664450f1ab1ead925bbd9dd09d724730538080317c34
AtlantesFE-main/AtlantesFE-main/src/app/cobros/cobros.component.ts,.ts,code,28261,2c844478308188d44d80ff56d65e2c476cfab9a43e4436fc511b0efff8f988fe
AtlantesFE-main/AtlantesFE-main/src/app/conceptos/conceptos.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/conceptos/conceptos.component.html,.html,code,9194,790284767873b7d828addc26144069d98882bcc4a4bfe0d6725c0a94f29476e8
AtlantesFE-main/AtlantesFE-main/src/app/conceptos/conceptos.component.ts,.ts,code,7712,9eced1bdf7e2941d93ff89cdff6872d643d22f044e06a37c3011b43566276454
AtlantesFE-main/AtlantesFE-main/src/app/consideraciones/consideraciones.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/consideraciones/consideraciones.component.html,.html,code,5260,d91229b242f87e97921ccd0ed47bb1e392693e72304bbef0afe3ac41a4ae52da
AtlantesFE-main/AtlantesFE-main/src/app/consideraciones/consideraciones.component.ts,.ts,code,4875,c610e8874bdf44b5455ffa8b9dad63dcb0fb20b562db4408d9f36ab7d0181470
AtlantesFE-main/AtlantesFE-main/src/app/contemplaciones/contemplaciones.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/contemplaciones/contemplaciones.component.html,.html,code,5007,11b0823f18463f3c6c88b231c27744e22658161330d4b0960419054bc3c736e3
AtlantesFE-main/AtlantesFE-main/src/app/contemplaciones/contemplaciones.component.ts,.ts,code,4853,97a4c20c5008010dc6e3844ec950457bfc46ca307006a7deb042dee3837fa526
AtlantesFE-main/AtlantesFE-main/src/app/cotizaciones/cotizaciones.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/cotizaciones/cotizaciones.component.html,.html,code,38240,59251aca9d55c46be83ae4d21d0df89f2ce70a2261072eefbe026908dd07452a
AtlantesFE-main/AtlantesFE-main/src/app/cotizaciones/cotizaciones.component.ts,.ts,code,24707,784104c0e86ef91d1ad8a7952826068fbb015ef5e40f69ba72306a33fd776bfa
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-almacen/dashboard-almacen.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-almacen/dashboard-almacen.component.html,.html,code,1148,f185e86f80f5e8e1e98cd9d3dc51602fa9bb5424662d51614d509528cfab4fb5
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-almacen/dashboard-almacen.component.ts,.ts,code,1150,697ac4ad843e364e61954e6b8d8f762134fdbf4689569c70c679704bab8a368f
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-ate-gas/dashboard-ate-gas.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-ate-gas/dashboard-ate-gas.component.html,.html,code,1148,0e785c0c33183fe78fc28f8849c7a27f677b672aa3b6716a36d2ef214cabb99b
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-ate-gas/dashboard-ate-gas.component.ts,.ts,code,1079,b1157b9530d1d6f82b61d1c29ec8a5b743c66c744e20412018b6b4bb27cec3d3
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-grafico-centros/dashboard-grafico-centros.component.css,.css,code,177,bd46eaa7568186910bbbe34adec049725ec73026843f7c9df6d0da5ecc0f8575
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-grafico-centros/dashboard-grafico-centros.component.html,.html,code,3199,db2b39defd2b1eb66cc2fa835821bdcc4140950463b6986dc8f96811fd28c603
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-grafico-centros/dashboard-grafico-centros.component.ts,.ts,code,12343,4af0359f99f7770bc3ddd534b0c1203f7ba5904b9f28f600d2db088ff78a0e84
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-monitoreo-centros/dashboard-monitoreo-centros.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-monitoreo-centros/dashboard-monitoreo-centros.component.html,.html,code,10225,e9ab2deb256ec20e1755ad2e8e93a9c20a4112331fdb721dd8c835fda502fa59
AtlantesFE-main/AtlantesFE-main/src/app/dashboard-monitoreo-centros/dashboard-monitoreo-centros.component.ts,.ts,code,10786,d22c9876b52bafb23ed6207a401a3460097fa7a8c6166dca7dd824b95cecc0a6
AtlantesFE-main/AtlantesFE-main/src/app/devolucion-saldos/devolucion-saldos.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/devolucion-saldos/devolucion-saldos.component.html,.html,code,14228,a3fb66d9d15dea8f15a32f23eaa47323847c61301c497106403fa9e3ac7822cf
AtlantesFE-main/AtlantesFE-main/src/app/devolucion-saldos/devolucion-saldos.component.ts,.ts,code,9800,e2853e3add8fb4f5dd3721bd8467619450e669b399fa6ba9d9629a5189a44d3a
AtlantesFE-main/AtlantesFE-main/src/app/devoluciones/devoluciones.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/devoluciones/devoluciones.component.html,.html,code,5550,52bb9b9d4755c46e9e34ce05831fd3c534603ed8fc71f5f9c9c50d5b3ae0977d
AtlantesFE-main/AtlantesFE-main/src/app/devoluciones/devoluciones.component.ts,.ts,code,3416,542f71a79fe8761b7befbe5b4b542541354bd09b89bf9757beb6cdbc5a951e2c
AtlantesFE-main/AtlantesFE-main/src/app/divisas/divisas.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/divisas/divisas.component.html,.html,code,2058,cc8754df17999e09ecf2f48b94be7a59e50aa4aea7617c99eaa253324707b868
AtlantesFE-main/AtlantesFE-main/src/app/divisas/divisas.component.ts,.ts,code,3854,0b02d1752484a2ae35bf5c6a1449a239bab145a5658848fd882e30792737175c
AtlantesFE-main/AtlantesFE-main/src/app/embarques-detalle/embarques-detalle.component.css,.css,code,129,8f6a7489fd3839b6788c7c02d966af2735737f8cd5ef1ef937b0a4e02bfc370f
AtlantesFE-main/AtlantesFE-main/src/app/embarques-detalle/embarques-detalle.component.html,.html,code,178256,3d940b7226a6ea7e3bea011c053f2b4082cd2c8bf297a66bb150ad75c26547af
AtlantesFE-main/AtlantesFE-main/src/app/embarques-detalle/embarques-detalle.component.ts,.ts,code,127048,a143ea3d7ec5880904599e66e150cb6178990e768ba89e997ee09d0f9941242c
AtlantesFE-main/AtlantesFE-main/src/app/embarques/embarques.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/embarques/embarques.component.html,.html,code,23974,abe1eca40b10237b688426c2b47cc14381b6fbf1c34dfea2d5b623fca8d0d2da
AtlantesFE-main/AtlantesFE-main/src/app/embarques/embarques.component.ts,.ts,code,10509,b9bcce0c6649ad2d86412f24e0f45a585ca83a4276cc5a7c2df4087095f926da
AtlantesFE-main/AtlantesFE-main/src/app/empresa/empresa.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/empresa/empresa.component.html,.html,code,8873,54842b991360c30eb2192e53d0c3487633853107fb77627c0c0ee988bbc79658
AtlantesFE-main/AtlantesFE-main/src/app/empresa/empresa.component.ts,.ts,code,3642,023eed3f88a9ae136aef71619c751d54d3a9968dc7762b27cf5709f162a9dce6
AtlantesFE-main/AtlantesFE-main/src/app/estado-pedidos/estado-pedidos.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/estado-pedidos/estado-pedidos.component.html,.html,code,12568,00971faa2682c87fc632b4ff428f0b13f96eb10f49c9a22ec72b6c304c4cf1f5
AtlantesFE-main/AtlantesFE-main/src/app/estado-pedidos/estado-pedidos.component.ts,.ts,code,5154,7c4e3d968f71e84611dcbc63aa02789c69feb1b5fd0bb7146364d8dcb9eda922
AtlantesFE-main/AtlantesFE-main/src/app/facturas/facturas.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/facturas/facturas.component.html,.html,code,14446,db94cfe2bcb3eff6797ef05e048b82970e266bfb4e99ac902efc8a57000aa10a
AtlantesFE-main/AtlantesFE-main/src/app/facturas/facturas.component.ts,.ts,code,12688,23fcf2d56fb2fff98d96e5b7594f1710b05d4eaa852e26c1b95f9fc9da24f020
AtlantesFE-main/AtlantesFE-main/src/app/filter.pipe.ts,.ts,code,1296,ddc8ef3b3bcd451a9734269f3253a4f0ab038b8baf5480178d8ad9b753177dc9
AtlantesFE-main/AtlantesFE-main/src/app/gestion-movimiento/gestion-movimiento.component.css,.css,code,2720,3ceef2f7f5c627f7f0c3c69b6e6904061214a6cd0f48efcebc4b25bcf7a778fc
AtlantesFE-main/AtlantesFE-main/src/app/gestion-movimiento/gestion-movimiento.component.html,.html,code,33513,fc5020ba9cdf4055b1b8334379ad2269cfe9a127694ac74091d2b3fcb3ee65f2
AtlantesFE-main/AtlantesFE-main/src/app/gestion-movimiento/gestion-movimiento.component.spec.ts,.ts,code,5909,efb191a4850a7e679e3f6842b343724c8f9b8a0b798636e41eaf6ba94cf8aae4
AtlantesFE-main/AtlantesFE-main/src/app/gestion-movimiento/gestion-movimiento.component.ts,.ts,code,33547,fe1e65448f6391d57f00bc8c54c13a5c50bec6c970f85a327e1884e0e1659381
AtlantesFE-main/AtlantesFE-main/src/app/global.ts,.ts,code,444,5288440113e83d98e6947b1c3f9085de4a8cc7cc40f5ee296cbd2ba68b96034e
AtlantesFE-main/AtlantesFE-main/src/app/ingresos-detalle/ingresos-detalle.component.css,.css,code,262,2854c0b62666747c308979412b38849c9f6ab86173ecf6271f92c53963a356b5
AtlantesFE-main/AtlantesFE-main/src/app/ingresos-detalle/ingresos-detalle.component.html,.html,code,101478,36a578645bdecc843ff3b5009b2f78bb847bed9a3be418caccee46419556b4ad
AtlantesFE-main/AtlantesFE-main/src/app/ingresos-detalle/ingresos-detalle.component.ts,.ts,code,54493,560fdf94b0c5108eb0a739b8a84d777bd273b44a619d9e82ebe03024fb3c6206
AtlantesFE-main/AtlantesFE-main/src/app/ingresos/ingresos.component.css,.css,code,737,6c667a84edc5345bb9c3f4ab7d39ec78428653c80569fbcc0fbe91c825b7038f
AtlantesFE-main/AtlantesFE-main/src/app/ingresos/ingresos.component.html,.html,code,39623,58f69791b76fbe448afafb132441aa6f3be13d15df7c05c4387bbc652c033436
AtlantesFE-main/AtlantesFE-main/src/app/ingresos/ingresos.component.ts,.ts,code,26713,7a709585afbf63d63a03ea8e5091ad6cd7ceb3c2b2913ddf9207168b346e545d
AtlantesFE-main/AtlantesFE-main/src/app/inicio/inicio.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/inicio/inicio.component.html,.html,code,1723,e0588badf9a846e6894a106547fe1fba7d4601ea996564408a12064ea24131ae
AtlantesFE-main/AtlantesFE-main/src/app/inicio/inicio.component.ts,.ts,code,408,257a02c7d6c4e881a523f52f2643ea9162cc72f19ed49140ca8bc62eacc820ce
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-bitacora/inventario-fisico-bitacora.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-bitacora/inventario-fisico-bitacora.component.html,.html,code,48024,f43153f7a1ef9750effd5b4dbec7ea463fe85d84447b97cd6290159d9341cadd
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-bitacora/inventario-fisico-bitacora.component.ts,.ts,code,21894,16e6f6a728fe9e9c62027efa1b4daffac10557987d6ee16c45849794c297fcd4
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-conteo/inventario-fisico-conteo.component.css,.css,code,611,9380d6faef022c40dd7a5411ec2af8df800f59d0a2d7ed85c3d17dfd29b64993
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-conteo/inventario-fisico-conteo.component.html,.html,code,23646,90a43ded829ff56ff8971962bea80773c2fe5468280c1cac09f3939ea9a329a6
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-conteo/inventario-fisico-conteo.component.ts,.ts,code,202582,6d7a1733e90013fa174da674b4c12f16a2cc05ab78580917524a0deafef4a6a2
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-detalle/inventario-fisico-detalle.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-detalle/inventario-fisico-detalle.component.html,.html,code,44359,58a304bdf3506d4997eeb5a5084bfa3092134f2203ee3d6b338cfd2d94fb75bd
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico-detalle/inventario-fisico-detalle.component.ts,.ts,code,24404,edec9fd680a921456945c900b1ecba295a3db2f5f6bc41c7e1edd9cc4e79f44c
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico/inventario-fisico.component.css,.css,code,170,b2409046b29eac0b19667e6252e6d6d4915af3e2815f3e17568676a0927f4612
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico/inventario-fisico.component.html,.html,code,22268,2be9a90c0a8fa638bd3dce39406447c93cfb35ddcf3fc96eeebe796641f945a3
AtlantesFE-main/AtlantesFE-main/src/app/inventario-fisico/inventario-fisico.component.ts,.ts,code,14024,41b517d73e304c1170437f23b01f20311ae48772e27501a24a10fe3405f69bf4
AtlantesFE-main/AtlantesFE-main/src/app/inventario-vin/inventario-vin.component.css,.css,code,158,c73708b059926b6ce1100a697396065461f32ec6cb08ab345b8907fb8b59df89
AtlantesFE-main/AtlantesFE-main/src/app/inventario-vin/inventario-vin.component.html,.html,code,14120,149051dff0a1c39184561be11a294106b43b34a0ed5519d29882674d07535715
AtlantesFE-main/AtlantesFE-main/src/app/inventario-vin/inventario-vin.component.ts,.ts,code,8997,507dd64ba364f6036b6dfafead55814b6a3348417ace40f93d47779aedd8668d
AtlantesFE-main/AtlantesFE-main/src/app/invoices/invoices.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/invoices/invoices.component.html,.html,code,7338,bed5cc106ddb4060ded54b9feb82167a42c5fe8ae1d4395ed0a19d7abcfbcde3
AtlantesFE-main/AtlantesFE-main/src/app/invoices/invoices.component.ts,.ts,code,4611,bfa511d0e5abb776591536f4c23ff9fbedfd847e07a093ec5158cc6fbdf9df9b
AtlantesFE-main/AtlantesFE-main/src/app/login/login.component.css,.css,code,1992,8f438d3243b5220a22a5aaa4932893019f90d6f35df8879e69318b2b2eb8936c
AtlantesFE-main/AtlantesFE-main/src/app/login/login.component.html,.html,code,8836,ff27ebeb135a3e9fd987790da141c47344fd40340a971bf6d8001c0353350ec6
AtlantesFE-main/AtlantesFE-main/src/app/login/login.component.ts,.ts,code,5000,0cebc93b639ff99ff9b5af9afe2f3d35e0157dc39e86faef6233b6e0030af5e5
AtlantesFE-main/AtlantesFE-main/src/app/menulateral/menulateral.component.css,.css,code,3986,cd3114bbe7a48eec9c1eeca3a03ee8803cd9fd886be69593019753fb6b469ed2
AtlantesFE-main/AtlantesFE-main/src/app/menulateral/menulateral.component.html,.html,code,37449,3760fc78e3d12bd4df8baf128d9d61e24b74670734a0f82ef60a2190c5180aac
AtlantesFE-main/AtlantesFE-main/src/app/menulateral/menulateral.component.ts,.ts,code,30791,35f2e435f86c240e936bed26f8f0a266e7767543f1fc0022b694b63431940a1a
AtlantesFE-main/AtlantesFE-main/src/app/menusuperior/menusuperior.component.css,.css,code,193,eba2991204bc24cf340890a2a8740d2b64ac812a0f3ff9eeee7d6411fd3305bc
AtlantesFE-main/AtlantesFE-main/src/app/menusuperior/menusuperior.component.html,.html,code,11096,e5b3198c6e0e81384eef8870bce02e9e8db5095a0325b77204d35648ce8ef194
AtlantesFE-main/AtlantesFE-main/src/app/menusuperior/menusuperior.component.ts,.ts,code,7563,3ae3134173f8fe0cf3a65d478c476687e8dabd1a50b62489c6703c6c4de7c795
AtlantesFE-main/AtlantesFE-main/src/app/models/almacen.model.ts,.ts,code,320,0ae20c1db3b08c2ef63740990f86d710a59f4e3ed91c9897edc1299d577dcccd
AtlantesFE-main/AtlantesFE-main/src/app/models/embarque.model.ts,.ts,code,6654,69366dfc85770a1dc29df7cdb628bfaf198b519ec245c439d7c8dfe590e445a4
AtlantesFE-main/AtlantesFE-main/src/app/models/empresa.model.ts,.ts,code,254,ce9ae987202c95b0af1663fc38de6a1c12f4e7482951d4734cc7ead36c55135f
AtlantesFE-main/AtlantesFE-main/src/app/models/excel.model.ts,.ts,code,152,6c56125d04454f3f5c0691b2b2252eb21e3edc302f03498ffdc83f0368889fc1
AtlantesFE-main/AtlantesFE-main/src/app/models/ingreso.model.ts,.ts,code,3723,724ac8449c1266c41be82b1abcae17f66ee5f7ec2d6bbd1a60783fd4a7853503
AtlantesFE-main/AtlantesFE-main/src/app/models/inventario-fisico.model.ts,.ts,code,1750,a1099bf633b49881c304edd6afc7dcfc685d10c75ffd3d4566b417d8ab19dcf5
AtlantesFE-main/AtlantesFE-main/src/app/models/inventario.model.ts,.ts,code,2696,078d75f8b2448697db7dd677a57c2ee47062b1ce70f91c5529abe930facd5d99
AtlantesFE-main/AtlantesFE-main/src/app/models/pedido.model.ts,.ts,code,2324,d7afa3071856c681693d4a7bd0f9d80843677d98f3e1bcc28efdf2858fbaeca0
AtlantesFE-main/AtlantesFE-main/src/app/models/salida.model.ts,.ts,code,2410,f98b41c6829e3ca0d75e08925f5fd9ec01ae4ce7509b381e05f6fc6f103d3bd7
AtlantesFE-main/AtlantesFE-main/src/app/models/salidaDetalle.model.ts,.ts,code,1665,9565d82311e94494c04ab1f667a7ec2cc5c762e141fe01ee3324132884cc9415
AtlantesFE-main/AtlantesFE-main/src/app/models/timbrado.model.ts,.ts,code,1696,50b97c6072d5182bdb7e49d4e5cab482f3f3b0ce796754fdaafb772bf58b0884
AtlantesFE-main/AtlantesFE-main/src/app/models/usuario.model.ts,.ts,code,691,9713b16dbedf35c23942f1bc7c6d37254500f66a8321a73976cecb6595d31334
AtlantesFE-main/AtlantesFE-main/src/app/mover-dividir/mover-dividir.component.css,.css,code,298,7a443a2053286a8303a9bad75b766bbcb4accc2984ae281e39be6b149252866e
AtlantesFE-main/AtlantesFE-main/src/app/mover-dividir/mover-dividir.component.html,.html,code,29849,535f3df35a87eea8115532b5b8b6b9c53261237b2f6871a015c97ea95e2a3e56
AtlantesFE-main/AtlantesFE-main/src/app/mover-dividir/mover-dividir.component.ts,.ts,code,30540,d645422865d4391418bd6087e61a1d1dacb6da3dc7c17f666e2fb8843e5bb215
AtlantesFE-main/AtlantesFE-main/src/app/not-found/not-found.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/not-found/not-found.component.html,.html,code,433,78a68da4b430260eb7fd44c79dc1b09cae087916a34d03bb76f0693315499dd0
AtlantesFE-main/AtlantesFE-main/src/app/not-found/not-found.component.ts,.ts,code,286,6f0ed145809d1c860998f2b2e250d1a31c72f13e70758923c0bdebd9af29a4ff
AtlantesFE-main/AtlantesFE-main/src/app/notas-cobranza/notas-cobranza.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/notas-cobranza/notas-cobranza.component.html,.html,code,10926,337de67157a238d8de8c10806e2358fb4e2df78a75f689aca5861e764ce055fc
AtlantesFE-main/AtlantesFE-main/src/app/notas-cobranza/notas-cobranza.component.ts,.ts,code,9779,f63a44ec46e2142caccb63febb0aa28b0329c3fb42749729feaf4cbe53a17778
AtlantesFE-main/AtlantesFE-main/src/app/ordenes-pago/ordenes-pago.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/ordenes-pago/ordenes-pago.component.html,.html,code,15704,2db6f2efcc8376a1f396f304c6e4fcc165a9635ac31de95193d9710d254ad0ce
AtlantesFE-main/AtlantesFE-main/src/app/ordenes-pago/ordenes-pago.component.ts,.ts,code,10249,8402d17fd890cdfef9fcf3075b23e5d1e4debccf8613a3f08ebea37a84418400
AtlantesFE-main/AtlantesFE-main/src/app/pagos-agente-exterior/pagos-agente-exterior.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/pagos-agente-exterior/pagos-agente-exterior.component.html,.html,code,8481,84c01380137a79e78d6ced1f50cdfae97aeee5e1274bccd936584ae184f85c0f
AtlantesFE-main/AtlantesFE-main/src/app/pagos-agente-exterior/pagos-agente-exterior.component.ts,.ts,code,5190,a828ca4c1f7f41096e2cdd8aaa39d137ac3ae20a1bf8ed2e9797d8dda11e2b38
AtlantesFE-main/AtlantesFE-main/src/app/pagos/pagos.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
AtlantesFE-main/AtlantesFE-main/src/app/pagos/pagos.component.html,.html,code,16891,47ba5b68679e1fa32cc62f279fad7b704c71ec7b408475f391a7599447f6aa98
AtlantesFE-main/AtlantesFE-main/src/app/pagos/pagos.component.ts,.ts,code,10937,5d9355f32e936be8c9e06bdd14bd3368b526d2f0d92b5db82a1ebc4a297fe950
AtlantesFE-main/AtlantesFE-main/src/app/pedidos-detalle/pedidos-detalle.component.css,.css,code,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
